ConditionA,ConditionB,OddsRatio,PValue,OddsRatio_CI_Low,OddsRatio_CI_High,PairFrequency,Direction,Significance,Interpretation,AdjustedPValue,FDRSignificance,DirectionalFrequency,Precedence,DirectionalPercentage,Percentage,MedianDurationDays,MedianDurationYears,MedianDurationYearsWithIQR,ConditionA_Count,ConditionB_Count,TotalPatientsInGroup
Cardiac Arrhythmias,Dementia,6.5537127237602,1.1234818068199e-42,5.14585654692721,8.34674462334635,116,Positive,Significant,Significant after FDR correction,0,True,66,CARDIAC ARRHYTHMIAS precedes DEMENTIA,56.8965517241379,5.97322348094748,629.5,1.72347707049966,1.72 [0.40-4.19],410,447,1942
Cardiac Arrhythmias,Mental Illness,6.50700587657109,1.60501197187302e-41,5.09793957748272,8.30553693981563,113,Positive,Significant,Significant after FDR correction,0,True,61,MENTAL ILLNESS precedes CARDIAC ARRHYTHMIAS,53.9823008849557,5.81874356333677,787.0,2.15468856947296,2.15 [0.39-7.35],410,435,1942
Diabetes,Mental Illness,6.40671556506743,1.04054614425995e-40,5.01707286574783,8.18126533738493,112,Positive,Significant,Significant after FDR correction,0,True,56,MENTAL ILLNESS precedes DIABETES,50.0,5.76725025746653,920.5,2.5201916495551,2.52 [0.58-6.87],410,435,1942
Hypertension,Osteoporosis,6.39599801006025,2.97128004220393e-38,4.96851113927338,8.23361151821376,105,Positive,Significant,Significant after FDR correction,0,True,71,HYPERTENSION precedes OSTEOPOROSIS,67.6190476190476,5.40679711637487,1489.0,4.0766598220397,4.08 [1.47-6.93],500,334,1942
Anaemia,Osteoporosis,6.36112852664577,2.63012536046021e-33,4.8679689686676,8.31228719676532,89,Positive,Significant,Significant after FDR correction,0,True,44,ANAEMIA precedes OSTEOPOROSIS,49.438202247191,4.58290422245108,1106.0,3.0280629705681,3.03 [0.46-6.07],408,334,1942
Osteoporosis,Thyroid Disorders,6.20587264929066,1.07087072466928e-38,4.84143411322378,7.95484446107008,110,Positive,Significant,Significant after FDR correction,0,True,58,OSTEOPOROSIS precedes THYROID DISORDERS,52.7272727272727,5.66426364572606,1139.5,3.11978097193703,3.12 [1.06-6.93],334,543,1942
Stroke,Thyroid Disorders,6.18319104830261,8.71767824622625e-36,4.77910467735574,7.9997937105163,101,Positive,Significant,Significant after FDR correction,0,True,54,THYROID DISORDERS precedes STROKE,53.4653465346535,5.20082389289392,974.0,2.66666666666667,2.67 [0.82-7.31],304,543,1942
Chronic Airway Diseases,Mental Illness,6.11327561327561,6.57424865134491e-39,4.78870157757366,7.8042321323364,111,Positive,Significant,Significant after FDR correction,0,True,47,CHRONIC AIRWAY DISEASES precedes MENTAL ILLNESS,42.3423423423423,5.71575695159629,763.0,2.08898015058179,2.09 [0.09-4.62],419,435,1942
Chronic Airway Diseases,Hypertension,6.08597187161918,1.8106413957026697e-42,4.81448179472341,7.69325863122676,124,Positive,Significant,Significant after FDR correction,0,True,77,HYPERTENSION precedes CHRONIC AIRWAY DISEASES,62.0967741935484,6.38516992790937,1120.0,3.06639288158795,3.07 [1.20-5.60],419,500,1942
Hearing Loss,Reflux Disorders,6.05600845410628,1.81714773812421e-26,4.52583907524699,8.10352241572028,71,Positive,Significant,Significant after FDR correction,0,True,40,REFLUX DISORDERS precedes HEARING LOSS,56.3380281690141,3.65602471678682,1639.0,4.48733744010951,4.49 [1.98-8.37],301,359,1942
Hearing Loss,Mental Illness,6.04198811509591,4.9447609048820695e-30,4.59032808625778,7.95272575227213,83,Positive,Significant,Significant after FDR correction,0,True,40,HEARING LOSS precedes MENTAL ILLNESS,48.1927710843374,4.27394438722966,1112.0,3.0444900752909,3.04 [1.21-6.25],301,435,1942
Diabetes,Hearing Loss,6.02804768514738,8.54540286641522e-29,4.55736049899516,7.97333432420425,79,Positive,Significant,Significant after FDR correction,0,True,42,HEARING LOSS precedes DIABETES,53.1645569620253,4.06797116374871,1245.0,3.40862422997947,3.41 [1.12-6.62],410,301,1942
Chronic Arthritis,Mental Illness,6.01431533881865,1.46365800607779e-44,4.78782535910082,7.55499340133463,133,Positive,Significant,Significant after FDR correction,0,True,70,CHRONIC ARTHRITIS precedes MENTAL ILLNESS,52.6315789473684,6.8486096807415,1151.0,3.15126625598905,3.15 [0.75-6.26],529,435,1942
Chronic Arthritis,Dysphagia,6.01223593964335,3.20803865074306e-28,4.51857208946182,7.99964685265083,79,Positive,Significant,Significant after FDR correction,0,True,54,CHRONIC ARTHRITIS precedes DYSPHAGIA,68.3544303797468,4.06797116374871,1305.0,3.57289527720739,3.57 [1.34-7.09],529,241,1942
Chronic Arthritis,Dementia,6.00757631542345,2.25900365166257e-45,4.79226548220642,7.53108802499398,136,Positive,Significant,Significant after FDR correction,0,True,105,CHRONIC ARTHRITIS precedes DEMENTIA,77.2058823529412,7.00308959835222,1336.0,3.65776865160849,3.66 [1.04-8.02],529,447,1942
Osteoporosis,Reflux Disorders,5.97415624913762,4.6661262026255e-28,4.50920760092496,7.91503653142716,77,Positive,Significant,Significant after FDR correction,0,True,41,REFLUX DISORDERS precedes OSTEOPOROSIS,53.2467532467532,3.96498455200824,927.0,2.53798767967146,2.54 [0.64-6.28],334,359,1942
Chronic Kidney Disease,Dysphagia,5.92669459253618,1.96142607600235e-29,4.48150510655126,7.83792675854576,85,Positive,Significant,Significant after FDR correction,0,True,40,DYSPHAGIA precedes CKD,47.0588235294118,4.37693099897013,616.0,1.68651608487337,1.69 [0.61-4.89],590,241,1942
Diabetes,Thyroid Disorders,5.92149021618388,1.5886151335600797e-42,4.69769582375629,7.4640946744662,128,Positive,Significant,Significant after FDR correction,0,True,68,THYROID DISORDERS precedes DIABETES,53.125,6.59114315139032,1044.0,2.85831622176591,2.86 [0.72-5.04],410,543,1942
Hearing Loss,Thyroid Disorders,5.85513936516311,4.4796578736227e-33,4.51334822634309,7.59583689673772,97,Positive,Significant,Significant after FDR correction,0,True,58,HEARING LOSS precedes THYROID DISORDERS,59.7938144329897,4.99485066941298,1673.0,4.58042436687201,4.58 [1.67-8.54],301,543,1942
Dementia,Hypertension,5.84622644689385,3.3509004693796895e-42,4.64311850433762,7.36107933416551,128,Positive,Significant,Significant after FDR correction,0,True,105,HYPERTENSION precedes DEMENTIA,82.03125,6.59114315139032,2154.0,5.89733059548255,5.90 [2.93-9.98],447,500,1942
Chronic Airway Diseases,Thyroid Disorders,5.80854572713643,3.9253995539769e-42,4.61393538783265,7.31245685693999,129,Positive,Significant,Significant after FDR correction,0,True,62,CHRONIC AIRWAY DISEASES precedes THYROID DISORDERS,48.062015503876,6.64263645726056,826.0,2.26146475017112,2.26 [0.92-6.08],419,543,1942
Chronic Arthritis,Diabetes,5.80657860657861,9.12641214480349e-41,4.59659340037331,7.33507451662749,124,Positive,Significant,Significant after FDR correction,0,True,67,CHRONIC ARTHRITIS precedes DIABETES,54.0322580645161,6.38516992790937,1086.5,2.97467488021903,2.97 [0.34-6.20],529,410,1942
Cancer,Hypertension,5.77518738977072,2.55858314954991e-32,4.451534919805,7.49242452049052,95,Positive,Significant,Significant after FDR correction,0,True,60,HYPERTENSION precedes CANCER,63.1578947368421,4.8918640576725,1209.0,3.31006160164271,3.31 [1.38-7.08],319,500,1942
Chronic Airway Diseases,Hearing Loss,5.74104125297529,2.36642423943547e-27,4.33877365261879,7.59651397082454,78,Positive,Significant,Significant after FDR correction,0,True,44,CHRONIC AIRWAY DISEASES precedes HEARING LOSS,56.4102564102564,4.01647785787848,1656.0,4.53388090349076,4.53 [1.29-6.65],419,301,1942
Coronary Heart Disease,Dementia,5.73456677761598,1.5262848975964299e-27,4.33616058102723,7.58395716958121,79,Positive,Significant,Significant after FDR correction,0,True,45,CORONARY HEART DISEASE precedes DEMENTIA,56.9620253164557,4.06797116374871,961.0,2.63107460643395,2.63 [0.80-7.09],288,447,1942
Chronic Kidney Disease,Menopausal And Perimenopausal,5.68484747086052,3.639507256963e-25,4.22779063202618,7.64406130287984,74,Positive,Significant,Significant after FDR correction,0,True,62,MENOPAUSAL AND PERIMENOPAUSAL precedes CKD,83.7837837837838,3.81050463439753,1455.5,3.98494182067077,3.98 [1.65-6.97],590,213,1942
Heart Failure,Mental Illness,5.43674166209377,1.14180234799591e-26,4.12560264611005,7.16456780640666,80,Positive,Significant,Significant after FDR correction,0,True,47,MENTAL ILLNESS precedes HEART FAILURE,58.75,4.11946446961895,811.5,2.2217659137577,2.22 [0.89-6.17],311,435,1942
Cancer,Chronic Airway Diseases,5.40220588235294,2.81580970562531e-26,4.09598009451906,7.12499272991594,79,Positive,Significant,Significant after FDR correction,0,True,36,CHRONIC AIRWAY DISEASES precedes CANCER,45.5696202531646,4.06797116374871,609.0,1.66735112936345,1.67 [0.31-6.18],319,419,1942
Dementia,Reflux Disorders,5.36266286859735,1.0968838665557399e-29,4.13442250824735,6.95578475225161,92,Positive,Significant,Significant after FDR correction,0,True,72,REFLUX DISORDERS precedes DEMENTIA,78.2608695652174,4.73738414006179,1724.0,4.72005475701574,4.72 [1.93-9.59],447,359,1942
Dementia,Thyroid Disorders,5.3411599361447,1.88131749579873e-39,4.25503546490001,6.70452448606033,130,Positive,Significant,Significant after FDR correction,0,True,87,THYROID DISORDERS precedes DEMENTIA,66.9230769230769,6.69412976313079,855.0,2.34086242299795,2.34 [0.85-5.51],447,543,1942
Mental Illness,Osteoporosis,5.31664957264957,2.78676597349859e-27,4.0598737952064,6.96247324528418,84,Positive,Significant,Significant after FDR correction,0,True,39,OSTEOPOROSIS precedes MENTAL ILLNESS,46.4285714285714,4.3254376930999,904.0,2.47501711156742,2.48 [0.40-5.42],435,334,1942
Cancer,Thyroid Disorders,5.27089415234598,5.0745793765916e-30,4.07247899342236,6.82196893098958,96,Positive,Significant,Significant after FDR correction,0,True,52,THYROID DISORDERS precedes CANCER,54.1666666666667,4.94335736354274,978.0,2.6776180698152,2.68 [1.11-6.79],319,543,1942
Mental Illness,Thyroid Disorders,5.26772368512957,6.01369427120682e-38,4.18588494210204,6.62916281901916,126,Positive,Significant,Significant after FDR correction,0,True,61,THYROID DISORDERS precedes MENTAL ILLNESS,48.4126984126984,6.48815653964985,1025.5,2.80766598220397,2.81 [0.98-6.34],435,543,1942
Mental Illness,Stroke,5.07187045123726,9.564533083311351e-24,3.82673128367019,6.7221521364474,75,Positive,Significant,Significant after FDR correction,0,True,42,MENTAL ILLNESS precedes STROKE,56.0,3.86199794026777,885.0,2.42299794661191,2.42 [0.71-5.60],435,304,1942
Hypertension,Mental Illness,5.05831980519481,6.1180147585971e-34,3.99159146255798,6.41012475641208,115,Positive,Significant,Significant after FDR correction,0,True,64,HYPERTENSION precedes MENTAL ILLNESS,55.6521739130435,5.92173017507724,1125.0,3.08008213552361,3.08 [0.68-6.82],500,435,1942
Cancer,Mental Illness,4.94337227018791,9.85232343348273e-24,3.74427460072117,6.52647895989148,77,Positive,Significant,Significant after FDR correction,0,True,38,MENTAL ILLNESS precedes CANCER,49.3506493506493,3.96498455200824,609.0,1.66735112936345,1.67 [0.41-7.18],319,435,1942
Dementia,Diabetes,4.93204026155315,4.8897768710879497e-29,3.83557332834469,6.34195179161891,98,Positive,Significant,Significant after FDR correction,0,True,61,DIABETES precedes DEMENTIA,62.2448979591837,5.04634397528321,586.5,1.60574948665298,1.61 [0.29-6.37],447,410,1942
Diabetes,Osteoporosis,4.91338253725108,2.19882354899742e-23,3.71860475716846,6.49203922810725,76,Positive,Significant,Significant after FDR correction,0,True,40,DIABETES precedes OSTEOPOROSIS,52.6315789473684,3.913491246138,930.5,2.54757015742642,2.55 [0.66-6.31],410,334,1942
Cancer,Chronic Arthritis,4.73296620235396,2.61500526488892e-25,3.63480280281053,6.1629117968391,88,Positive,Significant,Significant after FDR correction,0,True,60,CHRONIC ARTHRITIS precedes CANCER,68.1818181818182,4.53141091658084,1284.5,3.51676933607118,3.52 [1.70-8.01],319,529,1942
Chronic Airway Diseases,Dementia,4.70798580301686,1.52501317757855e-27,3.66139093552462,6.05374588830472,97,Positive,Significant,Significant after FDR correction,0,True,65,CHRONIC AIRWAY DISEASES precedes DEMENTIA,67.0103092783505,4.99485066941298,602.0,1.64818617385353,1.65 [0.65-6.05],419,447,1942
Chronic Kidney Disease,Epilepsy,4.55459284305438,5.42862014277297e-23,3.46879364741673,5.98026809160321,83,Positive,Significant,Significant after FDR correction,0,True,40,CKD precedes EPILEPSY,48.1927710843374,4.27394438722966,642.0,1.75770020533881,1.76 [0.53-4.61],590,279,1942
Chronic Arthritis,Stroke,4.5348973134208,7.251316834431781e-23,3.4583634504281,5.94653914721586,82,Positive,Significant,Significant after FDR correction,0,True,54,CHRONIC ARTHRITIS precedes STROKE,65.8536585365854,4.22245108135942,1619.0,4.43258042436687,4.43 [1.50-8.89],529,304,1942
Cancer,Dementia,4.31028340080972,1.1950328938797401e-19,3.24929841132024,5.71770906930861,72,Positive,Significant,Significant after FDR correction,0,True,48,CANCER precedes DEMENTIA,66.6666666666667,3.70751802265705,1175.5,3.21834360027379,3.22 [0.60-7.47],319,447,1942
